--------
    0.015000     0.000000     0.000000
    0.045000     0.000000     0.000000
    0.075000     0.000000     0.000000
    0.105000     0.000000     0.000000
    0.135000     0.000000     0.000000
    0.165000     0.000000     0.000000
    0.195000     0.000000     0.000000
    0.225000     0.000000     0.000000
    0.255000     0.000000     0.000000
    0.285000     0.000000     0.000000
    0.315000     0.000000     0.000000
    0.345000     0.000000     0.000000
    0.375000     0.000000     0.000000
    0.405000     0.000000     0.000000
    0.435000     0.000000     0.000000
    0.465000     0.000000     0.000000
    0.495000     0.000000     0.000000
    0.525000     0.000000     0.000000
    0.555000     0.000000     0.000000
    0.585000     0.000000     0.000000
    0.615000     0.000000     0.000000
    0.645000     0.000000     0.000000
    0.675000     1.000000     1.000000
    0.705000     0.000000     0.000000
    0.735000     0.000000     0.000000
    0.765000     0.000000     0.000000
    0.795000     0.000000     0.000000
    0.825000     0.000000     0.000000
    0.855000     4.000000     2.000000
    0.885000    14.000000     3.741657
    0.915000    35.000000     5.916080
    0.945000    26.000000     5.099020
    0.975000    17.000000     4.123106
    1.005000    12.000000     3.464102
    1.035000     9.000000     3.000000
    1.065000    11.000000     3.316625
    1.095000     4.000000     2.000000
    1.125000     4.000000     2.000000
    1.155000    10.000000     3.162278
    1.185000    12.000000     3.464102
    1.215000    12.000000     3.464102
    1.245000     7.000000     2.645751
    1.275000     8.000000     2.828427
    1.305000    11.000000     3.316625
    1.335000    17.000000     4.123106
    1.365000     9.000000     3.000000
    1.395000    19.000000     4.358899
    1.425000    16.000000     4.000000
    1.455000    17.000000     4.123106
    1.485000    18.000000     4.242640
    1.515000    21.000000     4.582576
    1.545000    11.000000     3.316625
    1.575000    19.000000     4.358899
    1.605000    13.000000     3.605551
    1.635000    26.000000     5.099020
    1.665000    17.000000     4.123106
    1.695000    25.000000     5.000000
    1.725000    26.000000     5.099020
    1.755000    24.000000     4.898980
    1.785000    18.000000     4.242640
    1.815000    26.000000     5.099020
    1.845000    24.000000     4.898980
    1.875000    31.000000     5.567764
    1.905000    36.000000     6.000000
    1.935000    23.000000     4.795832
    1.965000    36.000000     6.000000
    1.995000    20.000000     4.472136
    2.025000    23.000000     4.795832
    2.055000    26.000000     5.099020
    2.085000    28.000000     5.291502
    2.115000    30.000000     5.477226
    2.145000    29.000000     5.385165
    2.175000    24.000000     4.898980
    2.205000    27.000000     5.196152
    2.235000    33.000000     5.744563
    2.265000    29.000000     5.385165
    2.295000    36.000000     6.000000
    2.325000    23.000000     4.795832
    2.355000    35.000000     5.916080
    2.385000    43.000000     6.557438
    2.415000    21.000000     4.582576
    2.445000    38.000000     6.164414
    2.475000    30.000000     5.477226
    2.505000    30.000000     5.477226
    2.535000    46.000000     6.782330
    2.565000    43.000000     6.557438
    2.595000    32.000000     5.656854
    2.625000    36.000000     6.000000
    2.655000    26.000000     5.099020
    2.685000    31.000000     5.567764
    2.715000    43.000000     6.557438
    2.745000    32.000000     5.656854
    2.775000    36.000000     6.000000
    2.805000    37.000000     6.082763
    2.835000    40.000000     6.324555
    2.865000    25.000000     5.000000
    2.895000    30.000000     5.477226
    2.925000    34.000000     5.830952
    2.955000    39.000000     6.244998
    2.985000    32.000000     5.656854
--------
    0.015000     0.000000     0.000000
    0.045000     0.000000     0.000000
    0.075000     1.000000     1.000000
    0.105000     0.000000     0.000000
    0.135000     0.000000     0.000000
    0.165000     0.000000     0.000000
    0.195000     0.000000     0.000000
    0.225000     0.000000     0.000000
    0.255000     0.000000     0.000000
    0.285000     0.000000     0.000000
    0.315000     0.000000     0.000000
    0.345000     0.000000     0.000000
    0.375000     0.000000     0.000000
    0.405000     0.000000     0.000000
    0.435000     0.000000     0.000000
    0.465000     0.000000     0.000000
    0.495000     0.000000     0.000000
    0.525000     0.000000     0.000000
    0.555000     0.000000     0.000000
    0.585000     0.000000     0.000000
    0.615000     0.000000     0.000000
    0.645000     0.000000     0.000000
    0.675000     1.000000     1.000000
    0.705000     0.000000     0.000000
    0.735000     0.000000     0.000000
    0.765000     0.000000     0.000000
    0.795000     1.000000     1.000000
    0.825000     0.000000     0.000000
    0.855000     6.000000     2.449490
    0.885000    18.000000     4.242640
    0.915000    49.000000     7.000000
    0.945000    35.000000     5.916080
    0.975000    26.000000     5.099020
    1.005000    18.000000     4.242640
    1.035000    12.000000     3.464102
    1.065000    17.000000     4.123106
    1.095000    10.000000     3.162278
    1.125000     6.000000     2.449490
    1.155000     8.000000     2.828427
    1.185000    16.000000     4.000000
    1.215000    20.000000     4.472136
    1.245000    12.000000     3.464102
    1.275000    17.000000     4.123106
    1.305000    19.000000     4.358899
    1.335000    24.000000     4.898980
    1.365000    13.000000     3.605551
    1.395000    22.000000     4.690416
    1.425000    18.000000     4.242640
    1.455000    24.000000     4.898980
    1.485000    25.000000     5.000000
    1.515000    35.000000     5.916080
    1.545000    20.000000     4.472136
    1.575000    23.000000     4.795832
    1.605000    20.000000     4.472136
    1.635000    38.000000     6.164414
    1.665000    29.000000     5.385165
    1.695000    46.000000     6.782330
    1.725000    36.000000     6.000000
    1.755000    30.000000     5.477226
    1.785000    29.000000     5.385165
    1.815000    37.000000     6.082763
    1.845000    30.000000     5.477226
    1.875000    47.000000     6.855655
    1.905000    46.000000     6.782330
    1.935000    32.000000     5.656854
    1.965000    53.000000     7.280110
    1.995000    34.000000     5.830952
    2.025000    33.000000     5.744563
    2.055000    42.000000     6.480741
    2.085000    42.000000     6.480741
    2.115000    42.000000     6.480741
    2.145000    37.000000     6.082763
    2.175000    35.000000     5.916080
    2.205000    49.000000     7.000000
    2.235000    42.000000     6.480741
    2.265000    53.000000     7.280110
    2.295000    52.000000     7.211102
    2.325000    31.000000     5.567764
    2.355000    44.000000     6.633250
    2.385000    55.000000     7.416198
    2.415000    40.000000     6.324555
    2.445000    43.000000     6.557438
    2.475000    46.000000     6.782330
    2.505000    50.000000     7.071068
    2.535000    57.000000     7.549834
    2.565000    54.000000     7.348469
    2.595000    46.000000     6.782330
    2.625000    50.000000     7.071068
    2.655000    40.000000     6.324555
    2.685000    52.000000     7.211102
    2.715000    57.000000     7.549834
    2.745000    45.000000     6.708204
    2.775000    42.000000     6.480741
    2.805000    43.000000     6.557438
    2.835000    57.000000     7.549834
    2.865000    39.000000     6.244998
    2.895000    41.000000     6.403124
    2.925000    40.000000     6.324555
    2.955000    55.000000     7.416198
    2.985000    42.000000     6.480741
--------
    0.015000     1.000000     1.000000
    0.045000     0.000000     0.000000
    0.075000     0.000000     0.000000
    0.105000     0.000000     0.000000
    0.135000     0.000000     0.000000
    0.165000     0.000000     0.000000
    0.195000     0.000000     0.000000
    0.225000     0.000000     0.000000
